Name,x,y,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
32,-122.5694,42.462,783,2019-10,22.67,2.9,9.2,15.6,0,1.33,11.67
32,-122.5694,42.462,783,2019-11,24.09,1,7.5,14.1,0.6,1.43,9.88
32,-122.5694,42.462,783,2019-12,73.2,0.5,4.1,7.7,0.3,0.45,4.01
32,-122.5694,42.462,783,2020-01,105.09,0.5,3.5,6.5,1.2,0.2,2.8
32,-122.5694,42.462,783,2020-02,22.22,-1.1,4.9,11,-1.8,0.67,7.83
32,-122.5694,42.462,783,2020-03,40.42,-0.2,5.5,11.2,-0.6,0.55,7.73
32,-122.5694,42.462,783,2020-04,30.22,3.5,10.1,16.6,1.7,0.98,12.56
32,-122.5694,42.462,783,2020-05,93.93,6.2,13.3,20.4,4.6,1.55,16.91
32,-122.5694,42.462,783,2020-06,42.16,9.2,16.1,23.1,8.3,1.41,19.09
32,-122.5694,42.462,783,2020-07,0,12.5,21.2,29.9,8.5,3.75,32.33
32,-122.5694,42.462,783,2020-08,0,13.9,22.5,31,8.3,5.19,34.78
32,-122.5694,42.462,783,2020-09,6.61,11.5,19.8,28,4.7,5.6,31.05
32,-122.5694,42.462,783,2020-10,18.92,5.3,13.5,21.8,2.6,2.49,19.49
32,-122.5694,42.462,783,2020-11,109.09,0.7,5.4,10.1,0.6,0.9,6.63
32,-122.5694,42.462,783,2020-12,77.49,-0.4,4,8.4,-0.8,0.72,5.19
32,-122.5694,42.462,783,2021-01,66.99,0,3.8,7.5,-0.5,0.56,4.61
32,-122.5694,42.462,783,2021-02,77.74,-1.3,2.9,7,-1.2,0.36,4.26
32,-122.5694,42.462,783,2021-03,48.72,-1.3,5.1,11.5,-2.3,0.71,8.4
32,-122.5694,42.462,783,2021-04,10.58,2.2,10.5,18.8,-2.3,2.19,17.65
32,-122.5694,42.462,783,2021-05,9.87,5.1,13.2,21.3,2.5,1.82,19.55
32,-122.5694,42.462,783,2021-06,25.58,11.6,19.9,28.2,7.1,4.06,32.03
32,-122.5694,42.462,783,2021-07,4.45,15,23.8,32.7,8.7,5.82,39.2
32,-122.5694,42.462,783,2021-08,0.46,13.7,21.9,30.1,7.8,5.4,34.36
32,-122.5694,42.462,783,2021-09,49.03,9.7,17.9,26,4.3,3.74,27.15
32,-122.5694,42.462,783,2021-10,92.14,5.1,10.7,16.3,3.7,0.94,10.34
32,-122.5694,42.462,783,2021-11,42.52,2.9,7.2,11.5,2.8,0.52,5.89
32,-122.5694,42.462,783,2021-12,104.76,-0.2,3,6.3,-0.4,0.39,3.58
32,-122.5694,42.462,783,2022-01,42.16,0.7,6,11.3,-2.4,1.54,8.28
32,-122.5694,42.462,783,2022-02,9.72,-1.1,5.3,11.7,-3.4,1.46,9.32
32,-122.5694,42.462,783,2022-03,38.38,1.1,7.3,13.5,0.2,0.77,9.51
32,-122.5694,42.462,783,2022-04,113.9,-0.1,6.1,12.4,-0.8,0.67,9.27
32,-122.5694,42.462,783,2022-05,95.2,3.1,9.5,15.9,2.6,0.95,11.2
32,-122.5694,42.462,783,2022-06,47.14,8.5,16,23.6,5.7,2.54,21.16
32,-122.5694,42.462,783,2022-07,10.53,14.1,23,31.9,9.3,4.96,37.14
32,-122.5694,42.462,783,2022-08,11.33,14.4,23.5,32.6,9,5.04,37.68
32,-122.5694,42.462,783,2022-09,22.18,10.6,19.4,28.2,6.1,3.85,31.23
32,-122.5694,42.462,783,2022-10,29.04,6.3,15,23.8,3,2.88,24.49
32,-122.5694,42.462,783,2022-11,67.23,-0.9,4.1,9.1,-1.6,0.78,6.03
32,-122.5694,42.462,783,2022-12,136.93,-1.2,2.6,6.3,-0.8,0.32,3.44
32,-122.5694,42.462,783,2023-01,45.73,-1.1,3.1,7.4,-1.9,0.55,4.8
32,-122.5694,42.462,783,2023-02,43,-2.5,2.9,8.3,-3.8,0.78,6.44
32,-122.5694,42.462,783,2023-03,108.66,-2.5,2.2,6.8,-2.3,0.4,4.84
32,-122.5694,42.462,783,2023-04,74.48,0.7,7.4,14,0.2,0.98,10.98
32,-122.5694,42.462,783,2023-05,39.37,7.3,14.5,21.7,5.7,1.77,18.01
32,-122.5694,42.462,783,2023-06,27.19,9.2,17.2,25.1,6.2,2.54,22.33
32,-122.5694,42.462,783,2023-07,0,14.4,23.1,31.8,7.7,6.13,36.19
32,-122.5694,42.462,783,2023-08,13.7,14.5,22.8,31.1,8.9,5.11,34.67
32,-122.5694,42.462,783,2023-09,42.29,8.9,16.1,23.3,6.3,2.21,21.25
32,-122.5694,42.462,783,2023-10,48.71,6.1,12.1,18.1,6.3,1.04,12.34
32,-122.5694,42.462,783,2023-11,55.92,2.2,6.9,11.6,1.8,0.93,6.52
32,-122.5694,42.462,783,2023-12,78.7,2.8,6.2,9.5,2,0.81,4.67
32,-122.5694,42.462,783,2024-01,145.26,2.8,5.6,8.3,2.5,0.68,3.77
32,-122.5694,42.462,783,2024-02,53.07,1.5,5.3,9.1,1,0.47,5.09
32,-122.5694,42.462,783,2024-03,104.79,0.7,5.5,10.4,-0.2,0.83,7.55
32,-122.5694,42.462,783,2024-04,47.22,2.3,8.6,15,1,1.05,11.02
32,-122.5694,42.462,783,2024-05,57.13,4.5,11.7,19,3.1,1.44,15.81
32,-122.5694,42.462,783,2024-06,9.06,9.4,17.3,25.3,6.2,2.68,23.93
32,-122.5694,42.462,783,2024-07,1.52,15,23.9,32.8,8.3,6.46,40.1
32,-122.5694,42.462,783,2024-08,25,12.5,20.5,28.5,8.8,3.87,29.87
32,-122.5694,42.462,783,2024-09,5.77,11.4,19.1,26.8,6.8,4.09,28.3
32,-122.5694,42.462,783,2024-10,42.43,6.9,13.5,20,3.6,2.56,17.03
,,,,,,,,,,,
33,-118.7492,43.8117,1672,2010-02,45.37,-4.9,-0.8,3.3,-4.6,0.31,3.56
33,-118.7492,43.8117,1672,2010-03,39.72,-5,1,7.1,-6,0.81,7.32
33,-118.7492,43.8117,1672,2010-04,55.07,-3.5,2.6,8.6,-4.8,0.87,8.33
33,-118.7492,43.8117,1672,2010-05,51.08,-0.7,5.2,11,-2.3,0.99,8.62
33,-118.7492,43.8117,1672,2010-06,49.38,4.9,11.6,18.3,3.3,1.48,14.42
33,-118.7492,43.8117,1672,2010-07,6.32,7.9,17.1,26.4,1.1,4.39,28.95
33,-118.7492,43.8117,1672,2010-08,9.32,6.3,15.7,25.1,0.2,3.51,27.5
33,-118.7492,43.8117,1672,2010-09,4.84,5.1,13.4,21.7,-0.3,2.81,21.17
33,-118.7492,43.8117,1672,2010-10,53.46,2.8,9,15.1,-1,2.32,12.65
33,-118.7492,43.8117,1672,2010-11,57.68,-4.5,-0.3,3.9,-5,0.85,4.09
33,-118.7492,43.8117,1672,2010-12,133.42,-5.7,-2.5,0.7,-5.1,0.34,1.77
33,-118.7492,43.8117,1672,2011-01,46.13,-7.2,-2.4,2.4,-7.8,0.6,3.54
33,-118.7492,43.8117,1672,2011-02,39.28,-8.2,-3.1,1.9,-9.5,0.83,3.97
33,-118.7492,43.8117,1672,2011-03,111.71,-5.2,-0.6,4,-4.3,0.39,3.62
33,-118.7492,43.8117,1672,2011-04,48.7,-4.1,1.2,6.6,-5.3,0.68,5.88
33,-118.7492,43.8117,1672,2011-05,102.55,-0.5,5.5,11.5,-1.4,0.78,8.55
33,-118.7492,43.8117,1672,2011-06,36.08,3.4,10.3,17.3,1.9,1.39,13.46
33,-118.7492,43.8117,1672,2011-07,2.44,7.4,16.3,25.3,3,3.12,25.18
33,-118.7492,43.8117,1672,2011-08,1.67,10,19,28,1.6,5.4,31.21
33,-118.7492,43.8117,1672,2011-09,4.98,6.3,15.6,25,-0.7,3.95,26.51
33,-118.7492,43.8117,1672,2011-10,33.66,1.2,7.5,13.8,-0.9,1.27,10.59
33,-118.7492,43.8117,1672,2011-11,27.95,-5.5,-1,3.5,-6.5,0.72,4.17
33,-118.7492,43.8117,1672,2011-12,27.09,-7,-1.6,3.8,-9.2,0.82,4.75
33,-118.7492,43.8117,1672,2012-01,82.4,-6.9,-2,2.9,-8.1,0.74,4.2
33,-118.7492,43.8117,1672,2012-02,21.4,-6.9,-1.6,3.7,-7.4,0.57,4.3
33,-118.7492,43.8117,1672,2012-03,85.32,-4.1,1,6,-5.2,0.65,5.47
33,-118.7492,43.8117,1672,2012-04,55.23,-1.1,5.3,11.7,-3,1.32,10.5
33,-118.7492,43.8117,1672,2012-05,30.64,0.9,8.1,15.3,-2.8,1.9,13.29
33,-118.7492,43.8117,1672,2012-06,20.73,3.8,11.5,19.3,0.5,1.74,17.42
33,-118.7492,43.8117,1672,2012-07,6.52,10.5,19.5,28.4,3,5.08,32.52
33,-118.7492,43.8117,1672,2012-08,0,10.5,19.9,29.2,-2,7.02,36.33
33,-118.7492,43.8117,1672,2012-09,1.31,5.7,15.3,24.9,-4.3,4.53,27.66
33,-118.7492,43.8117,1672,2012-10,40.31,0.5,7.2,14,-4.6,2.07,12.51
33,-118.7492,43.8117,1672,2012-11,44.4,-2.5,1.5,5.6,-2.5,0.67,4.23
33,-118.7492,43.8117,1672,2012-12,93.56,-6.7,-3.3,0.1,-6.3,0.4,1.96
33,-118.7492,43.8117,1672,2013-01,54.23,-9.6,-4.5,0.6,-10.7,0.69,3.59
33,-118.7492,43.8117,1672,2013-02,21.94,-6.8,-1.6,3.6,-7.1,0.58,4.2
33,-118.7492,43.8117,1672,2013-03,20.81,-4.4,1.4,7.3,-6,0.85,6.2
33,-118.7492,43.8117,1672,2013-04,18.65,-2.1,4.4,11,-5.3,1.16,9.44
33,-118.7492,43.8117,1672,2013-05,39.62,1.7,8.9,16.1,-1.8,1.84,14.06
33,-118.7492,43.8117,1672,2013-06,23.14,5.5,13.1,20.7,1.4,2.4,19.24
33,-118.7492,43.8117,1672,2013-07,1.93,10,20.1,30.1,-0.8,6.67,37.64
33,-118.7492,43.8117,1672,2013-08,9.71,10.1,18.9,27.7,2.1,4.84,31.05
33,-118.7492,43.8117,1672,2013-09,83.36,6.4,13.1,19.7,3.6,1.99,17.05
33,-118.7492,43.8117,1672,2013-10,17.74,-0.9,5.6,12.1,-3.7,1.43,10.03
33,-118.7492,43.8117,1672,2013-11,33.72,-2.9,1.9,6.8,-5.2,1.04,5.59
33,-118.7492,43.8117,1672,2013-12,24.67,-9,-3.9,1.2,-10.4,0.78,3.85
33,-118.7492,43.8117,1672,2014-01,27.64,-4.2,0.9,6,-8,1.3,5.95
33,-118.7492,43.8117,1672,2014-02,86.23,-5.1,-1.1,2.8,-5.1,0.42,3.24
33,-118.7492,43.8117,1672,2014-03,79.39,-2.9,2.5,7.9,-5,0.78,6.55
33,-118.7492,43.8117,1672,2014-04,42.07,-1.7,4.6,10.9,-4.2,1.05,9.17
33,-118.7492,43.8117,1672,2014-05,29.44,1.9,9.3,16.7,-1.6,1.83,14.88
33,-118.7492,43.8117,1672,2014-06,12.31,4.7,12.4,20.2,0.4,2.2,18.49
33,-118.7492,43.8117,1672,2014-07,9.25,11.2,20.3,29.5,2.5,5.75,35.1
33,-118.7492,43.8117,1672,2014-08,18.82,9.9,18,26.2,3.6,4.12,27.24
33,-118.7492,43.8117,1672,2014-09,9.36,6.9,14.7,22.5,-0.8,3.45,22.48
33,-118.7492,43.8117,1672,2014-10,32.19,2.7,9.1,15.6,-1.1,2.02,13.07
33,-118.7492,43.8117,1672,2014-11,65.13,-4.9,-0.1,4.7,-4.4,0.42,3.97
33,-118.7492,43.8117,1672,2014-12,114.78,-5.4,-1.8,1.8,-3.6,0.15,1.77
33,-118.7492,43.8117,1672,2015-01,20.35,-5.1,-0.1,4.8,-4.6,0.48,4
33,-118.7492,43.8117,1672,2015-02,48.66,-2.5,2.5,7.5,-4.6,0.77,5.99
33,-118.7492,43.8117,1672,2015-03,43.53,-2,4.3,10.6,-4.3,1.11,8.6
33,-118.7492,43.8117,1672,2015-04,18.94,-2.5,4.1,10.8,-5.7,1.13,9.77
33,-118.7492,43.8117,1672,2015-05,81.39,2.6,8.9,15.3,0.9,1.13,11.14
33,-118.7492,43.8117,1672,2015-06,3.27,9.1,17.1,25.1,2.4,4.58,25.96
33,-118.7492,43.8117,1672,2015-07,25.77,10.5,18,25.5,3.8,4.32,25.75
33,-118.7492,43.8117,1672,2015-08,2.98,9.5,18.3,27.2,-0.7,5.68,31.12
33,-118.7492,43.8117,1672,2015-09,15.9,4.3,12.6,21,-1,2.44,20.73
33,-118.7492,43.8117,1672,2015-10,19.42,4.5,11,17.5,0,2.48,14.82
33,-118.7492,43.8117,1672,2015-11,43.05,-5.3,-0.6,4,-6,0.64,4.03
33,-118.7492,43.8117,1672,2015-12,142.26,-6.9,-3.4,0,-6.1,0.3,1.75
33,-118.7492,43.8117,1672,2016-01,62.8,-7.5,-3.3,0.8,-6.3,0.3,2.13
33,-118.7492,43.8117,1672,2016-02,23.53,-4.4,0.8,6,-4.6,0.64,4.8
33,-118.7492,43.8117,1672,2016-03,72.71,-3,1.8,6.5,-3.4,0.51,5.14
33,-118.7492,43.8117,1672,2016-04,18.25,0.8,7.7,14.6,-2.5,1.77,12.64
33,-118.7492,43.8117,1672,2016-05,34.01,2.3,9,15.7,0.5,1.21,12.34
33,-118.7492,43.8117,1672,2016-06,15.51,6.3,14.3,22.3,1.1,3.2,22.47
33,-118.7492,43.8117,1672,2016-07,10.71,8.3,17,25.6,1.3,4.24,27.83
33,-118.7492,43.8117,1672,2016-08,0,7.7,17.4,27.1,-1.3,5.06,31.17
33,-118.7492,43.8117,1672,2016-09,4.17,4.6,12.5,20.4,-1.4,2.71,19.33
33,-118.7492,43.8117,1672,2016-10,73.74,2,6.9,11.8,0.5,1,7.92
33,-118.7492,43.8117,1672,2016-11,34.62,-0.9,3.1,7.2,-2.2,0.93,5.68
33,-118.7492,43.8117,1672,2016-12,87.69,-11.3,-6.4,-1.5,-9.8,0.34,1.86
33,-118.7492,43.8117,1672,2017-01,94.69,-11.5,-6.4,-1.3,-10.3,0.33,2.06
33,-118.7492,43.8117,1672,2017-02,55.96,-5.4,-1.3,2.8,-5.9,0.5,3.31
33,-118.7492,43.8117,1672,2017-03,84.52,-1.9,2.6,7.1,-2.2,0.46,5.13
33,-118.7492,43.8117,1672,2017-04,62.42,-2.4,3,8.4,-3.3,0.52,6.5
33,-118.7492,43.8117,1672,2017-05,16.44,1.8,9,16.2,-0.3,1.63,13.82
33,-118.7492,43.8117,1672,2017-06,12.74,6.1,13.8,21.4,2.2,2.66,20.15
33,-118.7492,43.8117,1672,2017-07,4.76,11.9,20.8,29.8,1.8,6.92,35.58
33,-118.7492,43.8117,1672,2017-08,6.09,11.4,20.2,29,1.4,6.7,34.4
33,-118.7492,43.8117,1672,2017-09,12.8,6.7,14.1,21.4,0.1,4.09,22.65
33,-118.7492,43.8117,1672,2017-10,47,-0.9,5.6,12.1,-2.5,1.08,9.54
33,-118.7492,43.8117,1672,2017-11,53,-3.2,0.8,4.8,-2.7,0.4,3.54
33,-118.7492,43.8117,1672,2017-12,33.67,-8,-2.7,2.5,-8.2,0.74,3.86
33,-118.7492,43.8117,1672,2018-01,45.75,-4.5,-0.2,4.1,-4,0.44,3.33
33,-118.7492,43.8117,1672,2018-02,32.34,-7.9,-3.1,1.8,-8.1,0.62,3.72
33,-118.7492,43.8117,1672,2018-03,56.19,-5.2,0.3,5.8,-5.3,0.49,5.24
33,-118.7492,43.8117,1672,2018-04,31.02,-1.6,4.5,10.6,-3.1,0.93,8.72
33,-118.7492,43.8117,1672,2018-05,37.51,2.7,10.1,17.5,3.1,0.66,12.82
33,-118.7492,43.8117,1672,2018-06,27.84,3.2,11.4,19.6,2.3,1.05,16.61
33,-118.7492,43.8117,1672,2018-07,2.17,10.5,19.2,27.9,-0.1,6.62,32.8
33,-118.7492,43.8117,1672,2018-08,0.89,8.5,17.7,27,-0.3,5.3,31.4
33,-118.7492,43.8117,1672,2018-09,0,3.2,12.3,21.4,-3.5,2.85,21.79
33,-118.7492,43.8117,1672,2018-10,28.78,0.8,6.9,13.1,-1.8,1.47,10.03
33,-118.7492,43.8117,1672,2018-11,34.63,-4.8,0.6,6.1,-6,0.65,5.22
33,-118.7492,43.8117,1672,2018-12,57.94,-9.9,-4.9,0.1,-6.5,0.12,1.94
33,-118.7492,43.8117,1672,2019-01,55.96,-8.8,-3.3,2.2,-6.5,0.27,3.15
33,-118.7492,43.8117,1672,2019-02,132.63,-9.6,-5.2,-0.8,-7.3,0.18,1.78
33,-118.7492,43.8117,1672,2019-03,48.18,-6.1,-0.5,5.2,-6,0.42,4.97
33,-118.7492,43.8117,1672,2019-04,68.34,-1.7,4.2,10.2,-0.8,0.29,7.08
33,-118.7492,43.8117,1672,2019-05,76.35,0.9,7.6,14.4,0.2,0.72,10.74
33,-118.7492,43.8117,1672,2019-06,16.21,3,11.3,19.5,1.7,1.26,16.64
33,-118.7492,43.8117,1672,2019-07,7.69,6.4,15.8,25.1,3.6,2.09,24.97
33,-118.7492,43.8117,1672,2019-08,15.13,10.1,18.5,26.9,3.3,4.49,29
33,-118.7492,43.8117,1672,2019-09,42.68,5.7,12.4,19,2.6,1.95,17.14
33,-118.7492,43.8117,1672,2019-10,26.63,-5.8,1.8,9.3,-6.5,0.63,8.31
33,-118.7492,43.8117,1672,2019-11,22.59,-3.4,2.6,8.6,-5.7,1.23,7.41
33,-118.7492,43.8117,1672,2019-12,47.85,-6.4,-2.8,0.8,-5.2,0.31,1.88
33,-118.7492,43.8117,1672,2020-01,89.68,-7.4,-3,1.4,-5,0.22,2.33
33,-118.7492,43.8117,1672,2020-02,45.22,-9.5,-2.6,4.3,-7.8,0.38,4.95
33,-118.7492,43.8117,1672,2020-03,47.59,-5.7,0.5,6.7,-5.5,0.43,5.91
33,-118.7492,43.8117,1672,2020-04,29.1,-3.9,3.7,11.2,-3.9,0.55,9.24
33,-118.7492,43.8117,1672,2020-05,59.42,0.4,8,15.6,0.2,0.79,12.68
33,-118.7492,43.8117,1672,2020-06,29.99,4,11.6,19.2,3,1.1,16.53
33,-118.7492,43.8117,1672,2020-07,2.53,8.3,17.2,26.1,1.6,4.41,28.35
33,-118.7492,43.8117,1672,2020-08,2.88,10.5,19.2,27.8,1.7,5.67,31.36
33,-118.7492,43.8117,1672,2020-09,5.29,7.1,15.5,23.9,-3,5.02,26.36
33,-118.7492,43.8117,1672,2020-10,12.83,0.4,8.5,16.7,-4.3,2.39,16.4
33,-118.7492,43.8117,1672,2020-11,65.62,-5,0,5.1,-5.6,0.84,5.22
33,-118.7492,43.8117,1672,2020-12,32.79,-7.3,-2.7,2,-7.5,0.55,3.46
33,-118.7492,43.8117,1672,2021-01,55.5,-7.3,-2.3,2.6,-5.6,0.27,3.02
33,-118.7492,43.8117,1672,2021-02,86.1,-8.4,-3.1,2.3,-7,0.36,3.38
33,-118.7492,43.8117,1672,2021-03,25.17,-7,0,7,-6.9,0.45,6.53
33,-118.7492,43.8117,1672,2021-04,16.46,-3.1,4.4,11.9,-7.2,1.53,11.09
33,-118.7492,43.8117,1672,2021-05,30.79,0.6,7.7,14.8,-2.2,1.39,13
33,-118.7492,43.8117,1672,2021-06,7.71,5.8,14.9,24,2.5,2.47,24.65
33,-118.7492,43.8117,1672,2021-07,6.19,9.3,19.4,29.4,1.6,4.91,34.77
33,-118.7492,43.8117,1672,2021-08,9.99,6.9,16.3,25.8,2.3,2.77,27.7
33,-118.7492,43.8117,1672,2021-09,16.8,4.3,12.8,21.4,-1.6,2.99,21.37
33,-118.7492,43.8117,1672,2021-10,35.24,2.2,7.5,12.8,-1.3,1.12,8.54
33,-118.7492,43.8117,1672,2021-11,36.47,-2.8,2.2,7.3,-2.1,0.41,4.8
33,-118.7492,43.8117,1672,2021-12,68.96,-7.5,-2.6,2.2,-6,0.3,3.43
33,-118.7492,43.8117,1672,2022-01,55.11,-7.2,-1.9,3.5,-7.8,0.6,4.14
33,-118.7492,43.8117,1672,2022-02,17.09,-9.4,-2.3,4.7,-8.8,0.49,5.79
33,-118.7492,43.8117,1672,2022-03,23.23,-3.4,2.7,8.8,-4.7,0.79,7.38
33,-118.7492,43.8117,1672,2022-04,53.14,-4.8,1.4,7.7,-6.2,0.6,7.41
33,-118.7492,43.8117,1672,2022-05,77.19,-1.7,5.1,11.8,-1.2,0.38,8.9
33,-118.7492,43.8117,1672,2022-06,38.49,2.3,10.7,19.1,2.7,0.76,16.02
33,-118.7492,43.8117,1672,2022-07,0.89,7.2,17.9,28.7,2.7,3.09,33.42
33,-118.7492,43.8117,1672,2022-08,9.96,13,21.4,29.8,3.4,6.71,34.99
33,-118.7492,43.8117,1672,2022-09,7,6.8,15.6,24.5,-0.2,3.87,26.29
33,-118.7492,43.8117,1672,2022-10,29.29,1.6,9.5,17.5,-2.9,2.43,16.7
33,-118.7492,43.8117,1672,2022-11,49.91,-8.1,-2.7,2.8,-8.1,0.48,4.05
33,-118.7492,43.8117,1672,2022-12,96.54,-9.4,-4.8,-0.2,-7.6,0.28,1.97
33,-118.7492,43.8117,1672,2023-01,53.99,-8,-3.7,0.6,-7.2,0.31,2.35
33,-118.7492,43.8117,1672,2023-02,19.75,-9.5,-4,1.5,-9.8,0.58,3.79
33,-118.7492,43.8117,1672,2023-03,126.78,-8.8,-4,0.7,-7.4,0.27,2.46
33,-118.7492,43.8117,1672,2023-04,52.75,-5.3,1.6,8.4,-4.3,0.39,7.59
33,-118.7492,43.8117,1672,2023-05,53.96,2.1,9.6,17.1,2.5,0.6,13
33,-118.7492,43.8117,1672,2023-06,49.8,3.6,11.3,18.9,4,0.72,14.19
33,-118.7492,43.8117,1672,2023-07,2.66,9.8,19,28.1,2.6,5.01,31.37
33,-118.7492,43.8117,1672,2023-08,46.77,11.2,18.4,25.6,6.4,3.74,24.17
33,-118.7492,43.8117,1672,2023-09,12.97,5.8,12.8,19.9,1.3,2.55,17.77
33,-118.7492,43.8117,1672,2023-10,25.66,1.7,7.7,13.8,-0.4,1.5,11.02
33,-118.7492,43.8117,1672,2023-11,51.44,-4.8,0.9,6.6,-4.3,0.43,5.25
33,-118.7492,43.8117,1672,2023-12,72.84,-5.3,-1.7,1.9,-3.5,0.22,1.88
33,-118.7492,43.8117,1672,2024-01,131.13,-5.7,-2.4,0.9,-4.3,0.2,1.29
33,-118.7492,43.8117,1672,2024-02,57.5,-7.1,-1.7,3.6,-4.4,0.15,3.39
33,-118.7492,43.8117,1672,2024-03,54.52,-6.9,-0.5,5.9,-5.5,0.33,5.71
33,-118.7492,43.8117,1672,2024-04,27.8,-2.6,4.3,11.1,-3.2,0.65,8.95
33,-118.7492,43.8117,1672,2024-05,55.52,-1.5,6,13.6,-1.8,0.62,11.49
33,-118.7492,43.8117,1672,2024-06,7.32,3.2,12.7,22.3,1.5,1.36,21.61
33,-118.7492,43.8117,1672,2024-07,3.01,10.8,20,29.2,2.2,6.21,34.65
33,-118.7492,43.8117,1672,2024-08,8.23,8.1,16.9,25.8,1.8,3.64,28.02
33,-118.7492,43.8117,1672,2024-09,23.24,6.5,14.6,22.6,1.5,3.43,22.16
33,-118.7492,43.8117,1672,2024-10,17.24,1.4,8.4,15.5,-2.3,2.33,13.67
,,,,,,,,,,,
35,-121.2196,45.2966,743,2010-02,27.29,0.1,3.7,7.4,0.4,0.3,3.66
35,-121.2196,45.2966,743,2010-03,31.03,-0.4,5.2,10.8,-1,0.68,7.37
35,-121.2196,45.2966,743,2010-04,27.01,0.9,6.6,12.3,-0.1,0.83,8.87
35,-121.2196,45.2966,743,2010-05,35.27,3.3,9.4,15.4,2.2,1.15,11.31
35,-121.2196,45.2966,743,2010-06,47.89,6.8,13.6,20.5,6.3,1.3,15.34
35,-121.2196,45.2966,743,2010-07,0.19,11.6,19.9,28.2,5.7,5.31,30.84
35,-121.2196,45.2966,743,2010-08,0.61,11.3,19.6,27.8,5.7,4.7,29.58
35,-121.2196,45.2966,743,2010-09,22.63,8.2,15.1,22.1,8.1,1.1,16.51
35,-121.2196,45.2966,743,2010-10,32.57,4.7,10.6,16.5,3.4,1.29,11.31
35,-121.2196,45.2966,743,2010-11,42.93,-1,3.3,7.6,0.3,0.27,4.2
35,-121.2196,45.2966,743,2010-12,99.49,-2.7,0.1,3,-1.4,0.13,1.67
35,-121.2196,45.2966,743,2011-01,36.59,-2.2,2.1,6.5,-2,0.48,4.49
35,-121.2196,45.2966,743,2011-02,16.81,-3.8,1.1,6,-4.2,0.6,5.11
35,-121.2196,45.2966,743,2011-03,62.57,-0.6,4.2,9,-0.1,0.25,5.09
35,-121.2196,45.2966,743,2011-04,45.45,-0.2,5.3,10.7,-1.1,0.63,7.25
35,-121.2196,45.2966,743,2011-05,40.72,2.4,8.8,15.1,1.6,0.9,10.71
35,-121.2196,45.2966,743,2011-06,11.29,6.5,13.7,20.8,5.3,1.26,16.16
35,-121.2196,45.2966,743,2011-07,10.12,9.3,17.3,25.4,6.9,2.43,23.56
35,-121.2196,45.2966,743,2011-08,0.75,12.2,20.7,29.2,6.9,4.44,31.67
35,-121.2196,45.2966,743,2011-09,0,10.8,18.7,26.6,5.2,4.87,28.57
35,-121.2196,45.2966,743,2011-10,22.78,4.4,10,15.6,4.8,0.5,9.21
35,-121.2196,45.2966,743,2011-11,34.53,-1,3.6,8.3,-1.1,0.47,5.33
35,-121.2196,45.2966,743,2011-12,49.69,-2.8,1.8,6.3,-3.8,0.66,4.78
35,-121.2196,45.2966,743,2012-01,73.99,-2.7,1.6,6,-3.3,0.5,4.63
35,-121.2196,45.2966,743,2012-02,29.35,-2,2.1,6.1,-2.2,0.36,4.16
35,-121.2196,45.2966,743,2012-03,62.95,-1,4.3,9.7,-1.5,0.51,6.91
35,-121.2196,45.2966,743,2012-04,21.36,2.4,8.4,14.4,1.4,0.97,10.6
35,-121.2196,45.2966,743,2012-05,20.56,4,11,18.1,1.2,2.26,15.4
35,-121.2196,45.2966,743,2012-06,45.4,6.7,13.5,20.3,5.6,1.44,15.47
35,-121.2196,45.2966,743,2012-07,3.56,11.4,19.8,28.3,8.4,3.67,28.99
35,-121.2196,45.2966,743,2012-08,0,12.6,21.5,30.4,5.7,5.85,36.12
35,-121.2196,45.2966,743,2012-09,0,10.1,18.4,26.6,3.5,5.3,28.58
35,-121.2196,45.2966,743,2012-10,45.77,4.8,10.5,16.2,2,1.9,12.41
35,-121.2196,45.2966,743,2012-11,47.6,1.2,4.9,8.6,2.3,0.28,4.39
35,-121.2196,45.2966,743,2012-12,74.03,-1.9,1.1,4.2,-1.2,0.25,2.42
35,-121.2196,45.2966,743,2013-01,21.17,-4.5,-0.4,3.7,-4.8,0.72,4.11
35,-121.2196,45.2966,743,2013-02,11.34,-0.3,4,8.2,-1.2,0.61,5.29
35,-121.2196,45.2966,743,2013-03,30.31,1.6,6.8,12.1,0.2,0.8,8.26
35,-121.2196,45.2966,743,2013-04,16.21,3.1,8.6,14.1,1.2,1.31,10.1
35,-121.2196,45.2966,743,2013-05,38.53,6,12.8,19.5,3.9,2.1,16.15
35,-121.2196,45.2966,743,2013-06,20.69,9.2,16.5,23.7,6.7,2.27,20.41
35,-121.2196,45.2966,743,2013-07,0,13.4,22.6,31.7,5.2,7.01,39.64
35,-121.2196,45.2966,743,2013-08,18.32,13,21,28.9,9.5,3.15,29.06
35,-121.2196,45.2966,743,2013-09,35.79,9.9,16.8,23.7,8.8,2.11,20.8
35,-121.2196,45.2966,743,2013-10,14.35,3.4,9.4,15.5,2.5,1.27,10.8
35,-121.2196,45.2966,743,2013-11,26.83,-0.6,3.3,7.2,-1,0.67,4.21
35,-121.2196,45.2966,743,2013-12,35.27,-3.7,0.7,5.1,-4.9,0.87,4.8
